"district_en","day","case"
"North","2020-12-15","23"
"Tai Po","2020-12-15","58"
"Sha Tin","2020-12-15","116"
"Sai Kung","2020-12-15","37"
"Islands","2020-12-15","30"
"Central & Western","2020-12-16","56"
"Wan Chai","2020-12-16","23"
"Eastern","2020-12-16","107"
"Southern","2020-12-16","32"
"Yau Tsim Mong","2020-12-16","104"
"Sham Shui Po","2020-12-16","86"
"Kowloon City","2020-12-16","90"
"Wong Tai Sin","2020-12-16","106"
"Kwun Tong","2020-12-16","151"
"Kwai Tsing","2020-12-16","94"
"Tsuen Wan","2020-12-16","27"
"Tuen Mun","2020-12-16","35"
"Yuen Long","2020-12-16","69"
"North","2020-12-16","25"
"Tai Po","2020-12-16","59"
"Sha Tin","2020-12-16","121"
"Sai Kung","2020-12-16","39"
"Islands","2020-12-16","28"
"Central & Western","2020-12-17","56"
"Wan Chai","2020-12-17","26"
"Eastern","2020-12-17","75"
"Southern","2020-12-17","32"
"Yau Tsim Mong","2020-12-17","111"
"Sham Shui Po","2020-12-17","85"
"Kowloon City","2020-12-17","91"
"Wong Tai Sin","2020-12-17","112"
"Kwun Tong","2020-12-17","155"
"Kwai Tsing","2020-12-17","91"
"Tsuen Wan","2020-12-17","30"
"Tuen Mun","2020-12-17","40"
"Yuen Long","2020-12-17","64"
"North","2020-12-17","23"
"Tai Po","2020-12-17","58"
"Sha Tin","2020-12-17","126"
"Sai Kung","2020-12-17","44"
"Islands","2020-12-17","27"
"Central & Western","2020-12-18","57"
"Wan Chai","2020-12-18","26"
"Eastern","2020-12-18","79"
"Southern","2020-12-18","30"
"Yau Tsim Mong","2020-12-18","105"
"Sham Shui Po","2020-12-18","91"
"Kowloon City","2020-12-18","84"
"Wong Tai Sin","2020-12-18","108"
"Kwun Tong","2020-12-18","160"
"Kwai Tsing","2020-12-18","92"
"Tsuen Wan","2020-12-18","29"
"Tuen Mun","2020-12-18","36"
"Yuen Long","2020-12-18","64"
"North","2020-12-18","20"
"Tai Po","2020-12-18","60"
"Sha Tin","2020-12-18","121"
"Sai Kung","2020-12-18","41"
"Islands","2020-12-18","28"
"Central & Western","2020-12-19","59"
"Wan Chai","2020-12-19","25"
"Eastern","2020-12-19","76"
"Southern","2020-12-19","29"
"Yau Tsim Mong","2020-12-19","102"
"Sham Shui Po","2020-12-19","89"
"Kowloon City","2020-12-19","84"
"Wong Tai Sin","2020-12-19","109"
"Kwun Tong","2020-12-19","168"
"Kwai Tsing","2020-12-19","94"
"Tsuen Wan","2020-12-19","31"
"Tuen Mun","2020-12-19","39"
"Yuen Long","2020-12-19","62"
"North","2020-12-19","21"
"Tai Po","2020-12-19","61"
"Sha Tin","2020-12-19","128"
"Sai Kung","2020-12-19","38"
"Islands","2020-12-19","24"
"Central & Western","2020-12-20","57"
"Wan Chai","2020-12-20","24"
"Eastern","2020-12-20","76"
"Southern","2020-12-20","25"
"Yau Tsim Mong","2020-12-20","100"
"Sham Shui Po","2020-12-20","88"
"Kowloon City","2020-12-20","83"
"Wong Tai Sin","2020-12-20","104"
"Kwun Tong","2020-12-20","168"
"Kwai Tsing","2020-12-20","93"
"Tsuen Wan","2020-12-20","30"
"Tuen Mun","2020-12-20","37"
"Yuen Long","2020-12-20","63"
"North","2020-12-20","23"
"Tai Po","2020-12-20","61"
"Sha Tin","2020-12-20","129"
"Sai Kung","2020-12-20","39"
"Islands","2020-12-20","24"
"Central & Western","2020-12-21","61"
"Wan Chai","2020-12-21","26"
"Eastern","2020-12-21","75"
"Southern","2020-12-21","22"
"Yau Tsim Mong","2020-12-21","98"
"Sham Shui Po","2020-12-21","86"
"Kowloon City","2020-12-21","86"
"Wong Tai Sin","2020-12-21","105"
"Kwun Tong","2020-12-21","168"
"Kwai Tsing","2020-12-21","85"
"Tsuen Wan","2020-12-21","30"
"Tuen Mun","2020-12-21","39"
"Yuen Long","2020-12-21","63"
"North","2020-12-21","26"
"Tai Po","2020-12-21","57"
"Sha Tin","2020-12-21","126"
"Sai Kung","2020-12-21","39"
"Islands","2020-12-21","24"
"Central & Western","2020-12-22","61"
"Wan Chai","2020-12-22","27"
"Eastern","2020-12-22","71"
"Southern","2020-12-22","21"
"Yau Tsim Mong","2020-12-22","96"
"Sham Shui Po","2020-12-22","88"
"Kowloon City","2020-12-22","82"
"Wong Tai Sin","2020-12-22","105"
"Kwun Tong","2020-12-22","165"
"Kwai Tsing","2020-12-22","85"
"Tsuen Wan","2020-12-22","27"
"Tuen Mun","2020-12-22","38"
"Yuen Long","2020-12-22","63"
"North","2020-12-22","26"
"Tai Po","2020-12-22","56"
"Sha Tin","2020-12-22","121"
"Sai Kung","2020-12-22","43"
"Islands","2020-12-22","26"
"Central & Western","2020-12-23","61"
"Wan Chai","2020-12-23","26"
"Eastern","2020-12-23","71"
"Southern","2020-12-23","16"
"Yau Tsim Mong","2020-12-23","97"
"Sham Shui Po","2020-12-23","86"
"Kowloon City","2020-12-23","82"
"Wong Tai Sin","2020-12-23","100"
"Kwun Tong","2020-12-23","165"
"Kwai Tsing","2020-12-23","77"
"Tsuen Wan","2020-12-23","27"
"Tuen Mun","2020-12-23","34"
"Yuen Long","2020-12-23","64"
"North","2020-12-23","24"
"Tai Po","2020-12-23","57"
"Sha Tin","2020-12-23","117"
"Sai Kung","2020-12-23","42"
"Islands","2020-12-23","25"
"Central & Western","2020-12-24","61"
"Wan Chai","2020-12-24","25"
"Eastern","2020-12-24","77"
"Southern","2020-12-24","14"
"Yau Tsim Mong","2020-12-24","87"
"Sham Shui Po","2020-12-24","90"
"Kowloon City","2020-12-24","75"
"Wong Tai Sin","2020-12-24","95"
"Kwun Tong","2020-12-24","168"
"Kwai Tsing","2020-12-24","71"
"Tsuen Wan","2020-12-24","28"
"Tuen Mun","2020-12-24","30"
"Yuen Long","2020-12-24","63"
"North","2020-12-24","21"
"Tai Po","2020-12-24","55"
"Sha Tin","2020-12-24","109"
"Sai Kung","2020-12-24","45"
"Islands","2020-12-24","25"
"Central & Western","2020-12-25","59"
"Wan Chai","2020-12-25","25"
"Eastern","2020-12-25","73"
"Southern","2020-12-25","13"
"Yau Tsim Mong","2020-12-25","84"
"Sham Shui Po","2020-12-25","98"
"Kowloon City","2020-12-25","69"
"Wong Tai Sin","2020-12-25","94"
"Kwun Tong","2020-12-25","158"
"Kwai Tsing","2020-12-25","68"
"Tsuen Wan","2020-12-25","25"
"Tuen Mun","2020-12-25","32"
"Yuen Long","2020-12-25","56"
"North","2020-12-25","20"
"Tai Po","2020-12-25","51"
"Sha Tin","2020-12-25","98"
"Sai Kung","2020-12-25","45"
"Islands","2020-12-25","22"
"Central & Western","2020-12-26","55"
"Wan Chai","2020-12-26","24"
"Eastern","2020-12-26","72"
"Southern","2020-12-26","11"
"Yau Tsim Mong","2020-12-26","80"
"Sham Shui Po","2020-12-26","92"
"Kowloon City","2020-12-26","68"
"Wong Tai Sin","2020-12-26","104"
"Kwun Tong","2020-12-26","155"
"Kwai Tsing","2020-12-26","66"
"Tsuen Wan","2020-12-26","26"
"Tuen Mun","2020-12-26","37"
"Yuen Long","2020-12-26","47"
"North","2020-12-26","22"
"Tai Po","2020-12-26","48"
"Sha Tin","2020-12-26","93"
"Sai Kung","2020-12-26","47"
"Islands","2020-12-26","20"
"Central & Western","2020-12-27","52"
"Wan Chai","2020-12-27","24"
"Eastern","2020-12-27","71"
"Southern","2020-12-27","13"
"Yau Tsim Mong","2020-12-27","78"
"Sham Shui Po","2020-12-27","91"
"Kowloon City","2020-12-27","71"
"Wong Tai Sin","2020-12-27","105"
"Kwun Tong","2020-12-27","158"
"Kwai Tsing","2020-12-27","66"
"Tsuen Wan","2020-12-27","27"
"Tuen Mun","2020-12-27","39"
"Yuen Long","2020-12-27","48"
"North","2020-12-27","20"
"Tai Po","2020-12-27","45"
"Sha Tin","2020-12-27","92"
"Sai Kung","2020-12-27","53"
"Islands","2020-12-27","18"
"Central & Western","2020-12-28","45"
"Wan Chai","2020-12-28","23"
"Eastern","2020-12-28","66"
"Southern","2020-12-28","13"
"Yau Tsim Mong","2020-12-28","72"
"Sham Shui Po","2020-12-28","93"
"Kowloon City","2020-12-28","77"
"Wong Tai Sin","2020-12-28","105"
"Kwun Tong","2020-12-28","152"
"Kwai Tsing","2020-12-28","59"
"Tsuen Wan","2020-12-28","30"
"Tuen Mun","2020-12-28","41"
"Yuen Long","2020-12-28","48"
"North","2020-12-28","20"
"Tai Po","2020-12-28","42"
"Sha Tin","2020-12-28","80"
"Sai Kung","2020-12-28","53"
"Islands","2020-12-28","18"
"Central & Western","2020-12-29","39"
"Wan Chai","2020-12-29","27"
"Eastern","2020-12-29","70"
"Southern","2020-12-29","14"
"Yau Tsim Mong","2020-12-29","68"
"Sham Shui Po","2020-12-29","93"
"Kowloon City","2020-12-29","76"
"Wong Tai Sin","2020-12-29","101"
"Kwun Tong","2020-12-29","148"
"Kwai Tsing","2020-12-29","56"
"Tsuen Wan","2020-12-29","27"
"Tuen Mun","2020-12-29","38"
"Yuen Long","2020-12-29","46"
"North","2020-12-29","19"
"Tai Po","2020-12-29","39"
"Sha Tin","2020-12-29","78"
"Sai Kung","2020-12-29","51"
"Islands","2020-12-29","16"
"Central & Western","2020-12-30","38"
"Wan Chai","2020-12-30","28"
"Eastern","2020-12-30","66"
"Southern","2020-12-30","15"
"Yau Tsim Mong","2020-12-30","59"
"Sham Shui Po","2020-12-30","93"
"Kowloon City","2020-12-30","75"
"Wong Tai Sin","2020-12-30","99"
"Kwun Tong","2020-12-30","148"
"Kwai Tsing","2020-12-30","60"
"Tsuen Wan","2020-12-30","26"
"Tuen Mun","2020-12-30","38"
"Yuen Long","2020-12-30","43"
"North","2020-12-30","18"
"Tai Po","2020-12-30","29"
"Sha Tin","2020-12-30","63"
"Sai Kung","2020-12-30","52"
"Islands","2020-12-30","16"
"Central & Western","2020-12-31","34"
"Wan Chai","2020-12-31","29"
"Eastern","2020-12-31","58"
"Southern","2020-12-31","16"
"Yau Tsim Mong","2020-12-31","60"
"Sham Shui Po","2020-12-31","100"
"Kowloon City","2020-12-31","73"
"Wong Tai Sin","2020-12-31","102"
"Kwun Tong","2020-12-31","151"
"Kwai Tsing","2020-12-31","56"
"Tsuen Wan","2020-12-31","26"
"Tuen Mun","2020-12-31","39"
"Yuen Long","2020-12-31","43"
"North","2020-12-31","16"
"Tai Po","2020-12-31","26"
"Sha Tin","2020-12-31","61"
"Sai Kung","2020-12-31","49"
"Islands","2020-12-31","18"
"Central & Western","2021-01-01","33"
"Wan Chai","2021-01-01","25"
"Eastern","2021-01-01","52"
"Southern","2021-01-01","16"
"Yau Tsim Mong","2021-01-01","53"
"Sham Shui Po","2021-01-01","104"
"Kowloon City","2021-01-01","70"
"Wong Tai Sin","2021-01-01","93"
"Kwun Tong","2021-01-01","142"
"Kwai Tsing","2021-01-01","57"
"Tsuen Wan","2021-01-01","22"
"Tuen Mun","2021-01-01","34"
"Yuen Long","2021-01-01","46"
"North","2021-01-01","15"
"Tai Po","2021-01-01","25"
"Sha Tin","2021-01-01","52"
"Sai Kung","2021-01-01","45"
"Islands","2021-01-01","17"
"Central & Western","2021-01-02","29"
"Wan Chai","2021-01-02","25"
"Eastern","2021-01-02","46"
"Southern","2021-01-02","17"
"Yau Tsim Mong","2021-01-02","52"
"Sham Shui Po","2021-01-02","101"
"Kowloon City","2021-01-02","75"
"Wong Tai Sin","2021-01-02","90"
"Kwun Tong","2021-01-02","135"
"Kwai Tsing","2021-01-02","53"
"Tsuen Wan","2021-01-02","22"
"Tuen Mun","2021-01-02","34"
"Yuen Long","2021-01-02","49"
"North","2021-01-02","15"
"Tai Po","2021-01-02","23"
"Sha Tin","2021-01-02","44"
"Sai Kung","2021-01-02","46"
"Islands","2021-01-02","15"
"Central & Western","2021-01-03","26"
"Wan Chai","2021-01-03","25"
"Eastern","2021-01-03","42"
"Southern","2021-01-03","17"
"Yau Tsim Mong","2021-01-03","48"
"Sham Shui Po","2021-01-03","96"
"Kowloon City","2021-01-03","73"
"Wong Tai Sin","2021-01-03","88"
"Kwun Tong","2021-01-03","125"
"Kwai Tsing","2021-01-03","46"
"Tsuen Wan","2021-01-03","19"
"Tuen Mun","2021-01-03","33"
"Yuen Long","2021-01-03","47"
"North","2021-01-03","13"
"Tai Po","2021-01-03","17"
"Sha Tin","2021-01-03","32"
"Sai Kung","2021-01-03","46"
"Islands","2021-01-03","15"
"Central & Western","2021-01-04","27"
"Wan Chai","2021-01-04","28"
"Eastern","2021-01-04","40"
"Southern","2021-01-04","15"
"Yau Tsim Mong","2021-01-04","45"
"Sham Shui Po","2021-01-04","93"
"Kowloon City","2021-01-04","73"
"Wong Tai Sin","2021-01-04","86"
"Kwun Tong","2021-01-04","117"
"Kwai Tsing","2021-01-04","46"
"Tsuen Wan","2021-01-04","15"
"Tuen Mun","2021-01-04","33"
"Yuen Long","2021-01-04","52"
"North","2021-01-04","10"
"Tai Po","2021-01-04","16"
"Sha Tin","2021-01-04","27"
"Sai Kung","2021-01-04","44"
"Islands","2021-01-04","13"
"Central & Western","2021-01-05","20"
"Wan Chai","2021-01-05","24"
"Eastern","2021-01-05","36"
"Southern","2021-01-05","15"
"Yau Tsim Mong","2021-01-05","44"
"Sham Shui Po","2021-01-05","96"
"Kowloon City","2021-01-05","70"
"Wong Tai Sin","2021-01-05","81"
"Kwun Tong","2021-01-05","112"
"Kwai Tsing","2021-01-05","41"
"Tsuen Wan","2021-01-05","15"
"Tuen Mun","2021-01-05","37"
"Yuen Long","2021-01-05","48"
"North","2021-01-05","6"
"Tai Po","2021-01-05","15"
"Sha Tin","2021-01-05","23"
"Sai Kung","2021-01-05","43"
"Islands","2021-01-05","11"
"Central & Western","2021-01-06","20"
"Wan Chai","2021-01-06","22"
"Eastern","2021-01-06","34"
"Southern","2021-01-06","16"
"Yau Tsim Mong","2021-01-06","41"
"Sham Shui Po","2021-01-06","92"
"Kowloon City","2021-01-06","71"
"Wong Tai Sin","2021-01-06","81"
"Kwun Tong","2021-01-06","103"
"Kwai Tsing","2021-01-06","39"
"Tsuen Wan","2021-01-06","14"
"Tuen Mun","2021-01-06","40"
"Yuen Long","2021-01-06","45"
"North","2021-01-06","5"
"Tai Po","2021-01-06","15"
"Sha Tin","2021-01-06","21"
"Sai Kung","2021-01-06","37"
"Islands","2021-01-06","9"
"Central & Western","2021-01-07","16"
"Wan Chai","2021-01-07","20"
"Eastern","2021-01-07","32"
"Southern","2021-01-07","16"
"Yau Tsim Mong","2021-01-07","38"
"Sham Shui Po","2021-01-07","97"
"Kowloon City","2021-01-07","64"
"Wong Tai Sin","2021-01-07","80"
"Kwun Tong","2021-01-07","97"
"Kwai Tsing","2021-01-07","37"
"Tsuen Wan","2021-01-07","16"
"Tuen Mun","2021-01-07","40"
"Yuen Long","2021-01-07","50"
"North","2021-01-07","5"
"Tai Po","2021-01-07","12"
"Sha Tin","2021-01-07","18"
"Sai Kung","2021-01-07","36"
"Islands","2021-01-07","7"
"Central & Western","2021-01-08","15"
"Wan Chai","2021-01-08","20"
"Eastern","2021-01-08","25"
"Southern","2021-01-08","15"
"Yau Tsim Mong","2021-01-08","38"
"Sham Shui Po","2021-01-08","96"
"Kowloon City","2021-01-08","70"
"Wong Tai Sin","2021-01-08","80"
"Kwun Tong","2021-01-08","85"
"Kwai Tsing","2021-01-08","35"
"Tsuen Wan","2021-01-08","14"
"Tuen Mun","2021-01-08","39"
"Yuen Long","2021-01-08","52"
"North","2021-01-08","6"
"Tai Po","2021-01-08","10"
"Sha Tin","2021-01-08","18"
"Sai Kung","2021-01-08","33"
"Islands","2021-01-08","6"
"Central & Western","2021-01-09","15"
"Wan Chai","2021-01-09","19"
"Eastern","2021-01-09","31"
"Southern","2021-01-09","16"
"Yau Tsim Mong","2021-01-09","42"
"Sham Shui Po","2021-01-09","85"
"Kowloon City","2021-01-09","73"
"Wong Tai Sin","2021-01-09","81"
"Kwun Tong","2021-01-09","85"
"Kwai Tsing","2021-01-09","33"
"Tsuen Wan","2021-01-09","14"
"Tuen Mun","2021-01-09","39"
"Yuen Long","2021-01-09","55"
"North","2021-01-09","7"
"Tai Po","2021-01-09","9"
"Sha Tin","2021-01-09","20"
"Sai Kung","2021-01-09","30"
"Islands","2021-01-09","6"
"Central & Western","2021-01-10","14"
"Wan Chai","2021-01-10","19"
"Eastern","2021-01-10","29"
"Southern","2021-01-10","15"
"Yau Tsim Mong","2021-01-10","45"
"Sham Shui Po","2021-01-10","90"
"Kowloon City","2021-01-10","70"
"Wong Tai Sin","2021-01-10","73"
"Kwun Tong","2021-01-10","77"
"Kwai Tsing","2021-01-10","34"
"Tsuen Wan","2021-01-10","13"
"Tuen Mun","2021-01-10","35"
"Yuen Long","2021-01-10","55"
"North","2021-01-10","7"
"Tai Po","2021-01-10","7"
"Sha Tin","2021-01-10","18"
"Sai Kung","2021-01-10","25"
"Islands","2021-01-10","8"
"Central & Western","2021-01-11","14"
"Wan Chai","2021-01-11","22"
"Eastern","2021-01-11","27"
"Southern","2021-01-11","14"
"Yau Tsim Mong","2021-01-11","54"
"Sham Shui Po","2021-01-11","87"
"Kowloon City","2021-01-11","68"
"Wong Tai Sin","2021-01-11","65"
"Kwun Tong","2021-01-11","60"
"Kwai Tsing","2021-01-11","34"
"Tsuen Wan","2021-01-11","13"
"Tuen Mun","2021-01-11","36"
"Yuen Long","2021-01-11","53"
"North","2021-01-11","8"
"Tai Po","2021-01-11","7"
"Sha Tin","2021-01-11","17"
"Sai Kung","2021-01-11","20"
"Islands","2021-01-11","9"
"Central & Western","2021-01-12","16"
"Wan Chai","2021-01-12","22"
"Eastern","2021-01-12","28"
"Southern","2021-01-12","12"
"Yau Tsim Mong","2021-01-12","71"
"Sham Shui Po","2021-01-12","80"
"Kowloon City","2021-01-12","67"
"Wong Tai Sin","2021-01-12","62"
"Kwun Tong","2021-01-12","53"
"Kwai Tsing","2021-01-12","36"
"Tsuen Wan","2021-01-12","11"
"Tuen Mun","2021-01-12","32"
"Yuen Long","2021-01-12","56"
"North","2021-01-12","8"
"Tai Po","2021-01-12","7"
"Sha Tin","2021-01-12","17"
"Sai Kung","2021-01-12","18"
"Islands","2021-01-12","9"
"Central & Western","2021-01-13","17"
"Wan Chai","2021-01-13","19"
"Eastern","2021-01-13","24"
"Southern","2021-01-13","13"
"Yau Tsim Mong","2021-01-13","83"
"Sham Shui Po","2021-01-13","73"
"Kowloon City","2021-01-13","62"
"Wong Tai Sin","2021-01-13","59"
"Kwun Tong","2021-01-13","52"
"Kwai Tsing","2021-01-13","40"
"Tsuen Wan","2021-01-13","11"
"Tuen Mun","2021-01-13","31"
"Yuen Long","2021-01-13","57"
"North","2021-01-13","8"
"Tai Po","2021-01-13","6"
"Sha Tin","2021-01-13","15"
"Sai Kung","2021-01-13","19"
"Islands","2021-01-13","9"
"Central & Western","2021-01-14","15"
"Wan Chai","2021-01-14","19"
"Eastern","2021-01-14","23"
"Southern","2021-01-14","12"
"Yau Tsim Mong","2021-01-14","90"
"Sham Shui Po","2021-01-14","76"
"Kowloon City","2021-01-14","61"
"Wong Tai Sin","2021-01-14","50"
"Kwun Tong","2021-01-14","43"
"Kwai Tsing","2021-01-14","34"
"Tsuen Wan","2021-01-14","10"
"Tuen Mun","2021-01-14","31"
"Yuen Long","2021-01-14","58"
"North","2021-01-14","8"
"Tai Po","2021-01-14","5"
"Sha Tin","2021-01-14","15"
"Sai Kung","2021-01-14","17"
"Islands","2021-01-14","9"
"Central & Western","2021-01-15","15"
"Wan Chai","2021-01-15","18"
"Eastern","2021-01-15","26"
"Southern","2021-01-15","10"
"Yau Tsim Mong","2021-01-15","100"
"Sham Shui Po","2021-01-15","62"
"Kowloon City","2021-01-15","60"
"Wong Tai Sin","2021-01-15","38"
"Kwun Tong","2021-01-15","34"
"Kwai Tsing","2021-01-15","35"
"Tsuen Wan","2021-01-15","9"
"Tuen Mun","2021-01-15","30"
"Yuen Long","2021-01-15","57"
"North","2021-01-15","11"
"Tai Po","2021-01-15","5"
"Sha Tin","2021-01-15","13"
"Sai Kung","2021-01-15","22"
"Islands","2021-01-15","6"
"Central & Western","2021-01-16","13"
"Wan Chai","2021-01-16","20"
"Eastern","2021-01-16","20"
"Southern","2021-01-16","8"
"Yau Tsim Mong","2021-01-16","110"
"Sham Shui Po","2021-01-16","49"
"Kowloon City","2021-01-16","59"
"Wong Tai Sin","2021-01-16","35"
"Kwun Tong","2021-01-16","32"
"Kwai Tsing","2021-01-16","37"
"Tsuen Wan","2021-01-16","10"
"Tuen Mun","2021-01-16","29"
"Yuen Long","2021-01-16","51"
"North","2021-01-16","12"
"Tai Po","2021-01-16","6"
"Sha Tin","2021-01-16","13"
"Sai Kung","2021-01-16","19"
"Islands","2021-01-16","6"
"Central & Western","2021-01-17","15"
"Wan Chai","2021-01-17","20"
"Eastern","2021-01-17","24"
"Southern","2021-01-17","8"
"Yau Tsim Mong","2021-01-17","127"
"Sham Shui Po","2021-01-17","51"
"Kowloon City","2021-01-17","67"
"Wong Tai Sin","2021-01-17","35"
"Kwun Tong","2021-01-17","34"
"Kwai Tsing","2021-01-17","44"
"Tsuen Wan","2021-01-17","13"
"Tuen Mun","2021-01-17","29"
"Yuen Long","2021-01-17","54"
"North","2021-01-17","12"
"Tai Po","2021-01-17","6"
"Sha Tin","2021-01-17","13"
"Sai Kung","2021-01-17","19"
"Islands","2021-01-17","7"
"Central & Western","2021-01-18","13"
"Wan Chai","2021-01-18","18"
"Eastern","2021-01-18","33"
"Southern","2021-01-18","7"
"Yau Tsim Mong","2021-01-18","167"
"Sham Shui Po","2021-01-18","49"
"Kowloon City","2021-01-18","72"
"Wong Tai Sin","2021-01-18","33"
"Kwun Tong","2021-01-18","35"
"Kwai Tsing","2021-01-18","44"
"Tsuen Wan","2021-01-18","16"
"Tuen Mun","2021-01-18","29"
"Yuen Long","2021-01-18","57"
"North","2021-01-18","12"
"Tai Po","2021-01-18","7"
"Sha Tin","2021-01-18","18"
"Sai Kung","2021-01-18","17"
"Islands","2021-01-18","7"
"Central & Western","2021-01-19","11"
"Wan Chai","2021-01-19","15"
"Eastern","2021-01-19","33"
"Southern","2021-01-19","7"
"Yau Tsim Mong","2021-01-19","194"
"Sham Shui Po","2021-01-19","52"
"Kowloon City","2021-01-19","64"
"Wong Tai Sin","2021-01-19","30"
"Kwun Tong","2021-01-19","36"
"Kwai Tsing","2021-01-19","45"
"Tsuen Wan","2021-01-19","15"
"Tuen Mun","2021-01-19","29"
"Yuen Long","2021-01-19","53"
"North","2021-01-19","12"
"Tai Po","2021-01-19","8"
"Sha Tin","2021-01-19","17"
"Sai Kung","2021-01-19","16"
"Islands","2021-01-19","7"
"Central & Western","2021-01-20","12"
"Wan Chai","2021-01-20","15"
"Eastern","2021-01-20","40"
"Southern","2021-01-20","7"
"Yau Tsim Mong","2021-01-20","231"
"Sham Shui Po","2021-01-20","47"
"Kowloon City","2021-01-20","65"
"Wong Tai Sin","2021-01-20","30"
"Kwun Tong","2021-01-20","36"
"Kwai Tsing","2021-01-20","44"
"Tsuen Wan","2021-01-20","19"
"Tuen Mun","2021-01-20","26"
"Yuen Long","2021-01-20","53"
"North","2021-01-20","13"
"Tai Po","2021-01-20","9"
"Sha Tin","2021-01-20","20"
"Sai Kung","2021-01-20","15"
"Islands","2021-01-20","7"
"Central & Western","2021-01-21","12"
"Wan Chai","2021-01-21","15"
"Eastern","2021-01-21","41"
"Southern","2021-01-21","6"
"Yau Tsim Mong","2021-01-21","264"
"Sham Shui Po","2021-01-21","49"
"Kowloon City","2021-01-21","66"
"Wong Tai Sin","2021-01-21","26"
"Kwun Tong","2021-01-21","38"
"Kwai Tsing","2021-01-21","47"
"Tsuen Wan","2021-01-21","22"
"Tuen Mun","2021-01-21","24"
"Yuen Long","2021-01-21","58"
"North","2021-01-21","14"
"Tai Po","2021-01-21","8"
"Sha Tin","2021-01-21","19"
"Sai Kung","2021-01-21","15"
"Islands","2021-01-21","6"
"Central & Western","2021-01-22","16"
"Wan Chai","2021-01-22","15"
"Eastern","2021-01-22","45"
"Southern","2021-01-22","5"
"Yau Tsim Mong","2021-01-22","286"
"Sham Shui Po","2021-01-22","44"
"Kowloon City","2021-01-22","68"
"Wong Tai Sin","2021-01-22","26"
"Kwun Tong","2021-01-22","40"
"Kwai Tsing","2021-01-22","47"
"Tsuen Wan","2021-01-22","23"
"Tuen Mun","2021-01-22","23"
"Yuen Long","2021-01-22","55"
"North","2021-01-22","14"
"Tai Po","2021-01-22","9"
"Sha Tin","2021-01-22","20"
"Sai Kung","2021-01-22","17"
"Islands","2021-01-22","7"
"Central & Western","2021-01-23","16"
"Wan Chai","2021-01-23","18"
"Eastern","2021-01-23","52"
"Southern","2021-01-23","7"
"Yau Tsim Mong","2021-01-23","304"
"Sham Shui Po","2021-01-23","42"
"Kowloon City","2021-01-23","69"
"Wong Tai Sin","2021-01-23","24"
"Kwun Tong","2021-01-23","44"
"Kwai Tsing","2021-01-23","45"
"Tsuen Wan","2021-01-23","26"
"Tuen Mun","2021-01-23","23"
"Yuen Long","2021-01-23","56"
"North","2021-01-23","16"
"Tai Po","2021-01-23","8"
"Sha Tin","2021-01-23","21"
"Sai Kung","2021-01-23","18"
"Islands","2021-01-23","8"
"Central & Western","2021-01-24","19"
"Wan Chai","2021-01-24","19"
"Eastern","2021-01-24","51"
"Southern","2021-01-24","6"
"Yau Tsim Mong","2021-01-24","318"
"Sham Shui Po","2021-01-24","44"
"Kowloon City","2021-01-24","65"
"Wong Tai Sin","2021-01-24","16"
"Kwun Tong","2021-01-24","43"
"Kwai Tsing","2021-01-24","52"
"Tsuen Wan","2021-01-24","30"
"Tuen Mun","2021-01-24","20"
